gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d047662	TG						Zm00001d047662		AT1G69510		Zm00001d047662	True							
Zm00001d047821	TG						Zm00001d047821				Zm00001d047821	True							
Zm00001d047873	TG						Zm00001d047873	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G77620		Zm00001d047873	True	nan	0.0	0.264900588039848	0.122	0.044	0.0012369999999999998	BSCs
Zm00001d047904	TG						Zm00001d047904	Protein MOS2	AT4G25020		Zm00001d047904	True							
Zm00001d048065	TG						Zm00001d048065	Tubulin alpha-1 chain	AT5G19780	TUA5	Zm00001d048065 (TUA5)	True	Tubulin alpha-1 chain	0.0	0.532535867721049	0.7170000000000001	0.29100000000000004	0.0	Bundle_sheath
Zm00001d048074	TG						Zm00001d048074	Protein OBERON 4	AT3G63500	TTA2	Zm00001d048074 (TTA2)	True							
Zm00001d048110	TG						Zm00001d048110	Transferasesfolic acid binding			Zm00001d048110	True							
Zm00001d048113	TG						Zm00001d048113	DNA-directed RNA polymerase subunit beta'	AT4G30845		Zm00001d048113	True							
Zm00001d048150	TG						Zm00001d048150	Adenylyl-sulfate kinase	AT3G03900	APK3	Zm00001d048150 (APK3)	True							
Zm00001d048201	TG						myo-inositol phosphate synthase2	Inositol-3-phosphate synthase isozyme 1	AT2G22240	MIPS2	myo-inositol phosphate synthase2 (MIPS2)	True	Inositol-3-phosphate synthase isozyme 1	0.0	1.05420553455203	0.2	0.062	0.0	BSCs
Zm00001d048358	TG						aconitase3	aconitase3	AT2G05710	ACO3	aconitase3 (ACO3)	True							
Zm00001d048467	TG						Zm00001d048467	Probable serine/threonine-protein kinase	AT1G01540		Zm00001d048467	True							
Zm00001d048511	TG						Zm00001d048511	AP-2 complex subunit alpha-2	AT5G22770	alpha-ADR	Zm00001d048511 (alpha-ADR)	True							
Zm00001d048710	TG						benzoxazinone synthesis2	benzoxazinone synthesis2	AT3G26300	CYP71B34	benzoxazinone synthesis2 (CYP71B34)	True							
Zm00001d048711	TG						Zm00001d048711	Hydroquinone glucosyltransferase	AT1G01420	UGT72B3	Zm00001d048711 (UGT72B3)	True							
Zm00001d048907	TG						phosphomannose isomerase2	Mannose-6-phosphate isomerase	AT1G67070	PMI2	phosphomannose isomerase2 (PMI2)	True							
Zm00001d049000	TG						ZF-HD-transcription factor 1	Putative homeobox DNA-binding domain superfamily protein	AT1G14440	ZHD4	ZF-HD-transcription factor 1 (ZHD4)	True							
Zm00001d049269	TG						Zm00001d049269	RNA polymerase II C-terminal domain phosphatase-like 3	AT2G33540	CPL3	Zm00001d049269 (CPL3)	True							
Zm00001d049282	TG						Zm00001d049282	Cytokinin-O-glucosyltransferase 1	AT2G36760	UGT73C2	Zm00001d049282 (UGT73C2)	True							
Zm00001d049495	TG						MYB-related-transcription factor 83	Putative MYB DNA-binding domain superfamily protein	AT5G41020		MYB-related-transcription factor 83	True	Putative MYB DNA-binding domain superfamily protein  	1e-06	0.436071728808124	0.439	0.289	0.039503	BSCs
Zm00001d049638	TG						Zm00001d049638	Transcription factor GTE8	AT5G14270	BET9	Zm00001d049638 (BET9)	True							
Zm00001d049809	TG						Zm00001d049809		AT3G07210		Zm00001d049809	True							
Zm00001d049916	TG						Zm00001d049916	Protein WALLS ARE THIN 1	AT1G75500	WAT1	Zm00001d049916 (WAT1)	True							
Zm00001d049995	TG						nitrate reductase(NADH)1	Nitrate reductase	AT1G37130	NR2	nitrate reductase(NADH)1 (NR2)	True							
Zm00001d050165	TG						Zm00001d050165	Sas10/Utp3/C1D family	AT5G25080		Zm00001d050165	True							
Zm00001d050193	TG						Zm00001d050193	60S ribosomal protein L7-2	AT3G13580		Zm00001d050193	True							
Zm00001d050199	TG						Zm00001d050199	60S ribosomal protein L18a-2	AT1G29970	RPL18AA	Zm00001d050199 (RPL18AA)	True							
Zm00001d050244	TG						Zm00001d050244		AT5G08450	RXT3-like	Zm00001d050244 (RXT3-like)	True							
Zm00001d050258	TG						Zm00001d050258	Signal recognition particle receptor beta subunit%3B Signal recognition particle receptor beta subunit isoform 1%3B Signal recognition particle receptor beta subunit isoform 2%3B Signal recognition particle receptor beta subunit isoform 3	AT5G05670		Zm00001d050258	True							
Zm00001d050507	TG						Zm00001d050507	SAUR36-auxin-responsive SAUR family member	AT1G29510	SAUR67	Zm00001d050507 (SAUR67)	True							
Zm00001d050575	TG						Zm00001d050575	Serine/threonine-protein kinase PBS1	AT5G13160	PBS1	Zm00001d050575 (PBS1)	True							
Zm00001d050800	TG						Zm00001d050800	Calmodulin-binding protein 60 C	AT5G57580		Zm00001d050800	True							
Zm00001d051514	TG						Zm00001d051514	ABC transporter B family member 2	AT4G25960	PGP2	Zm00001d051514 (PGP2)	True							
Zm00001d051532	TG						Zm00001d051532	Pentatricopeptide repeat-containing protein	AT1G31920		Zm00001d051532	True							
Zm00001d051838	TG						Zm00001d051838	Zinc finger C-x8-C-x5-C-x3-H type family protein	AT2G02160		Zm00001d051838	True							
Zm00001d051988	TG						Zm00001d051988	PAP-specific phosphatase HAL2-like	AT5G54390	HL	Zm00001d051988 (HL)	True							
Zm00001d052001	TG						Zm00001d052001	Chaperone protein dnaJ	AT1G80030	DJA7	Zm00001d052001 (DJA7)	True							
Zm00001d052445	TG						Zm00001d052445	ARM repeat superfamily protein	AT2G26780		Zm00001d052445	True							
Zm00001d052525	TG						Zm00001d052525	Calmodulin binding protein%3B Putative calmodulin-binding family protein	AT3G52870		Zm00001d052525	True	Calmodulin binding protein%3B Putative calmodulin-binding family protein  	0.0	0.7642831367303398	0.17800000000000002	0.077	0.000637	BSCs
Zm00001d052709	TG						Zm00001d052709	Putative RING zinc finger domain superfamily protein	AT1G65430	ATARI8	Zm00001d052709 (ATARI8)	True							
Zm00001d052943	TG						Zm00001d052943	Ubiquitin carboxyl-terminal hydrolase 13	AT5G06600	UBP12	Zm00001d052943 (UBP12)	True							
Zm00001d052974	TG						TNF receptor-associated factor 31	ETO1-like protein 1	AT4G02680	EOL1	TNF receptor-associated factor 31 (EOL1)	True							
Zm00001d052977	TG						Zm00001d052977		AT3G55760		Zm00001d052977	True	nan	0.0	0.447302789211284	0.415	0.013000000000000001	0.0	Bundle_sheath
Zm00001d052985	TG						Zm00001d052985				Zm00001d052985	True							
Zm00001d053022	TG						Zm00001d053022	Transcription factor GTE12	AT5G46550		Zm00001d053022	True							
Zm00001d053660	TG						Zm00001d053660	Putative regulator of chromosome condensation (RCC1) family protein	AT5G48330	RUG2	Zm00001d053660 (RUG2)	True							
Zm00001d053738	TG						Zm00001d053738	Ubiquitin receptor RAD23b	AT1G79650	RAD23B	Zm00001d053738 (RAD23B)	True							
Zm00001d053895	TG						bHLH-transcription factor 51	Transcription factor ABORTED MICROSPORES	AT2G16910	AMS	bHLH-transcription factor 51 (AMS)	True							
Zm00001d054008	TG						Zm00001d054008	Mevalonate kinase	AT5G27450	MVK	Zm00001d054008 (MVK)	True							
Zm00001d054044	TG						catalase3	Catalase isozyme 3	AT1G20630	CAT1	catalase3 (CAT1)	True							
Zm00001d000170	TG						Zm00001d000170	SRR1-like protein	AT5G12200	PYD2	Zm00001d000170 (PYD2)	True							
Zm00001d000183	TG						monosaccharide transporter4	monosaccharide transporter4	AT1G11260	STP1	monosaccharide transporter4 (STP1)	True							
Zm00001d001800	TG						Zm00001d001800	GDSL esterase/lipase CPRD49	AT3G11210		Zm00001d001800	True							
Zm00001d001884	TG						Zm00001d001884	Trypsin family protein	AT2G35155		Zm00001d001884	True							
Zm00001d001923	TG						Zm00001d001923	SKP1-like protein 4			Zm00001d001923	True							
Zm00001d002121	TG						increased leaf inclination1	Transcription factor PRE3	AT1G26945	PRE6	increased leaf inclination1 (PRE6)	True							
Zm00001d002129	TG						Zm00001d002129	Protein kinase superfamily protein	AT1G71810		Zm00001d002129	True	Protein kinase superfamily protein	0.0	1.08400474918949	0.29600000000000004	0.054000000000000006	0.0	BSCs
Zm00001d002253	TG						Zm00001d002253	60S ribosomal protein L27	AT4G15000		Zm00001d002253	True							
Zm00001d002317	TG						accumulation of photosystem one1	accumulation of photosystem one1	AT1G64810	APO1	accumulation of photosystem one1 (APO1)	True							
Zm00001d002386	TG						Zm00001d002386	Putative uncharacterized protein	AT4G29960		Zm00001d002386	True							
Zm00001d002416	TG						Zm00001d002416	RING/U-box superfamily protein	AT5G10650		Zm00001d002416	True	RING/U-box superfamily protein	0.0	0.608471566927582	0.426	0.253	1.6e-05	BSCs
Zm00001d002485	TG						Zm00001d002485	Putative WEB family protein  chloroplastic	AT4G27595		Zm00001d002485	True							
Zm00001d002580	TG						mechanosensitive channel of small conductance-like2	Mechanosensitive ion channel protein 1 mitochondrial	AT4G00290		mechanosensitive channel of small conductance-like2	True							
Zm00001d002624	TG						Zm00001d002624	RING/U-box superfamily protein	AT3G61060	PP2-A13	Zm00001d002624 (PP2-A13)	True							
Zm00001d002680	TG						Zm00001d002680	OSJNBa0084K11.8 protein			Zm00001d002680	True	OSJNBa0084K11.8 protein	0.0	0.35664723891418204	0.11699999999999999	0.035	1e-06	BSCs
Zm00001d002770	TG						Zm00001d002770	ARM repeat superfamily protein	AT1G23180		Zm00001d002770	True							
Zm00001d002789	TG						Zm00001d002789	Pentatricopeptide repeat-containing protein	AT1G02150		Zm00001d002789	True							
Zm00001d002827	TG						Zm00001d002827	Serine/threonine-protein kinase GRIK1	AT5G60550	GRIK2	Zm00001d002827 (GRIK2)	True							
Zm00001d002936	TG						Zm00001d002936	Transportin-1	AT2G16950	TRN1	Zm00001d002936 (TRN1)	True							
Zm00001d003005	TG						Zm00001d003005	Os04g0521200 protein			Zm00001d003005	True							
Zm00001d003162	TG						C2C2-CO-like-transcription factor 11	Zinc finger protein CONSTANS-LIKE 5	AT5G57660	COL5	C2C2-CO-like-transcription factor 11 (COL5)	True	Zinc finger protein CONSTANS-LIKE 5	0.0	0.455021399070765	0.157	0.057	1.2e-05	BSCs
Zm00001d003164	TG						ribonucleotide reductase small subunit3	Ribonucleoside-diphosphate reductase small chain C	AT3G27060	TSO2	ribonucleotide reductase small subunit3 (TSO2)	True							
Zm00001d003180	TG						bZIP-transcription factor 121	Probable transcription factor PosF21	AT1G06070		bZIP-transcription factor 121	True							
Zm00001d003257	TG						Zm00001d003257	26S proteasome non-ATPase regulatory subunit 6 homolog	AT4G24820		Zm00001d003257	True							
Zm00001d003372	TG						Zm00001d003372	ARM repeat superfamily protein	AT5G06350		Zm00001d003372	True							
Zm00001d003382	TG						Zm00001d003382	Sterile alpha motif (SAM) domain-containing protein	AT1G70180		Zm00001d003382	True							
Zm00001d003427	TG						Zm00001d003427	DExH-box ATP-dependent RNA helicase DExH18 mitochondrial	AT5G39840		Zm00001d003427	True							
Zm00001d003813	TG						histone deacetylase	histone deacetylase	AT3G44680	HDA9	histone deacetylase (HDA9)	True							
Zm00001d003817	TG						starch branching enzyme4	Starch branching enzyme IIa	AT5G03650	SBE2.2	starch branching enzyme4 (SBE2.2)	True	Starch branching enzyme IIa  	0.0	1.19128985874751	0.183	0.006	0.0	BSCs
Zm00001d003866	TG						concentric ring1				concentric ring1	True	nan	0.0	-1.93921737199746	0.139	0.45399999999999996	0.0	BSCs
Zm00001d003894	TG						Zm00001d003894	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	AT5G50920	HSP93-V	Zm00001d003894 (HSP93-V)	True							
Zm00001d003984	TG						Zm00001d003984	splicing factor-related	AT5G51300		Zm00001d003984	True							
Zm00001d004012	TG						Zm00001d004012	Dynamin-related protein 3A	AT4G33650	NOXY15	Zm00001d004012 (NOXY15)	True							
Zm00001d004053	TG						Zm00001d004053		AT2G39930	ISA1	Zm00001d004053 (ISA1)	True							
Zm00001d004152	TG						Zm00001d004152	DNAse I-like superfamily protein	AT4G30900		Zm00001d004152	True							
Zm00001d004176	TG						Zm00001d004176	ER membrane protein complex subunit 8/9 homolog	AT5G55940	emb2731	Zm00001d004176 (emb2731)	True							
Zm00001d004392	TG						Zm00001d004392	Thylakoid lumenal 15.0 kDa protein 2 chloroplastic	AT5G52970		Zm00001d004392	True							
Zm00001d004415	TG						Zm00001d004415	Probable RNA-dependent RNA polymerase 5	AT2G19930		Zm00001d004415	True							
Zm00001d004435	TG						Zm00001d004435				Zm00001d004435	True							
Zm00001d004448	TG						Zm00001d004448	Probable pectate lyase 8	AT5G48900		Zm00001d004448	True							
Zm00001d004463	TG						Zm00001d004463	Sterol 3-beta-glucosyltransferase UGT80A2	AT3G07020	UGT80A2	Zm00001d004463 (UGT80A2)	True							
Zm00001d004469	TG						Zm00001d004469		AT3G24740		Zm00001d004469	True							
Zm00001d004472	TG						Zm00001d004472	Polyketide cyclase/dehydrase and lipid transport superfamily protein	AT1G64720	CP5	Zm00001d004472 (CP5)	True	Polyketide cyclase/dehydrase and lipid transport superfamily protein	0.0	0.794595246604604	0.217	0.083	0.0	BSCs
Zm00001d004659	TG						Zm00001d004659	Ubiquitin carboxyl-terminal hydrolase 5	AT2G40930	UBP5	Zm00001d004659 (UBP5)	True							
Zm00001d004737	TG						Zm00001d004737	Armadillo/beta-catenin-like repeat ; C2 calcium/lipid-binding domain (CaLB) protein	AT1G77460	CSI3	Zm00001d004737 (CSI3)	True							
Zm00001d004782	TG						Zm00001d004782	Transducin/WD40 repeat-like superfamily protein	AT3G53390		Zm00001d004782	True							
Zm00001d004814	TG						Zm00001d004814	embryo defective 2739	AT4G14590	emb2739	Zm00001d004814 (emb2739)	True							
Zm00001d004951	TG						Zm00001d004951	Protein NLP2	AT1G20640	NLP4	Zm00001d004951 (NLP4)	True							
Zm00001d005051	TG						Zm00001d005051	Root phototropism protein 2	AT2G30520	RPT2	Zm00001d005051 (RPT2)	True							
Zm00001d005146	TG						Zm00001d005146	PVR3-like protein	AT5G48485	DIR1	Zm00001d005146 (DIR1)	True							
Zm00001d005381	TG						Zm00001d005381		AT4G36880	RDL1	Zm00001d005381 (RDL1)	True							
Zm00001d005424	TG						Zm00001d005424	DNA-directed RNA polymerases I%2C II%2C and III 7.3 kDa polypeptide	AT5G24340		Zm00001d005424	True							
Zm00001d005442	TG						Zm00001d005442	Ankyrin repeat family protein	AT1G04780		Zm00001d005442	True							
Zm00001d005661	TG						Zm00001d005661		AT1G78110		Zm00001d005661	True							
Zm00001d005920	TG						carbonic anhydrase4	carbonic anhydrase4	AT4G33580	BCA5	carbonic anhydrase4 (BCA5)	True	 carbonic anhydrase4	0.0	-0.822359378529775	0.317	0.44799999999999995	0.015835	BSCs
Zm00001d005928	TG						cyclin21	D-type cyclin	AT5G10440	CYCD4;2	cyclin21 (CYCD4;2)	True							
Zm00001d006030	TG						Zm00001d006030	ENT domain containing protein	AT2G44440	EML4	Zm00001d006030 (EML4)	True							
Zm00001d006061	TG						Zm00001d006061	Oxidoreductase	AT4G26965		Zm00001d006061	True							
Zm00001d006162	TG						Zm00001d006162	ATG8-interacting protein 1	AT2G45980	ATI1	Zm00001d006162 (ATI1)	True							
Zm00001d006199	TG						Zm00001d006199	Cytochrome P450 71A26	AT1G13080	CYP71B2	Zm00001d006199 (CYP71B2)	True							
Zm00001d006329	TG						proteolipid membrane potential regulator2	Hydrophobic protein RCI2B	AT4G28088		proteolipid membrane potential regulator2	True							
Zm00001d006336	TG						Zm00001d006336		AT4G00585		Zm00001d006336	True	nan	2e-06	0.28045843009441196	0.604	0.305	0.0436210516808807	Bundle_sheath
Zm00001d006409	TG						Zm00001d006409	RanBP2-type zinc finger protein	AT1G67325		Zm00001d006409	True							
Zm00001d006419	TG						Zm00001d006419	Protein trichome birefringence-like 13	AT2G14530	TBL13	Zm00001d006419 (TBL13)	True							
Zm00001d006428	TG						chromatin complex subunit A 119	Protein CHROMATIN REMODELING 4	AT5G44800	PKR1	chromatin complex subunit A 119 (PKR1)	True							
Zm00001d006561	TG						Zm00001d006561	DUF538 family protein	AT1G61667		Zm00001d006561	True							
Zm00001d006574	TG						Zm00001d006574	Octicosapeptide/Phox/Bem1p	AT4G05150		Zm00001d006574	True							
Zm00001d006657	TG						white seedling3	Homogentisate solanesyltransferase chloroplastic	AT3G11945	PDS2	white seedling3 (PDS2)	True	Homogentisate solanesyltransferase chloroplastic	0.0	0.6241429319671851	0.17	0.053	0.0	BSCs
Zm00001d006684	TG						Zm00001d006684	Transferase%2C transferring glycosyl groups	AT5G49690		Zm00001d006684	True							
Zm00001d006737	TG						Zm00001d006737	nucleotide sugar transporter-KT 1	AT1G34020		Zm00001d006737	True							
Zm00001d006750	TG						Zm00001d006750	GIR1			Zm00001d006750	True							
Zm00001d006769	TG						pentatricopeptide repeat protein129	Pentatricopeptide repeat-containing protein  mitochondrial	AT1G26460		pentatricopeptide repeat protein129	True							
Zm00001d006797	TG						Zm00001d006797	GUP1	AT1G57600		Zm00001d006797	True							
Zm00001d006828	TG						Zm00001d006828	Protein LONGIFOLIA 2	AT1G74160	TRM4	Zm00001d006828 (TRM4)	True							
Zm00001d006839	TG						Zm00001d006839	Peroxisome biogenesis factor 10	AT2G26350	PEX10	Zm00001d006839 (PEX10)	True							
Zm00001d006844	TG						Zm00001d006844	Protein kinase	AT4G38470	STY46	Zm00001d006844 (STY46)	True							
Zm00001d006874	TG						Zm00001d006874	F-box only protein 13	AT4G33160		Zm00001d006874	True							
Zm00001d006875	TG						alanine aminotransferase10	alanine aminotransferase10	AT1G72330	ALAAT2	alanine aminotransferase10 (ALAAT2)	True							
Zm00001d006886	TG						amidase1	Amidase 1	AT1G08980	TOC64-I	amidase1 (TOC64-I)	True							
Zm00001d007031	TG						Zm00001d007031	Chaperonin	AT1G23100		Zm00001d007031	True							
Zm00001d007034	TG						Zm00001d007034	Synaptotagmin-5	AT1G05500	SYTE	Zm00001d007034 (SYTE)	True							
Zm00001d007065	TG						Zm00001d007065	Nuclear pore complex protein NUP98A	AT1G10390		Zm00001d007065	True							
Zm00001d007202	TG						Zm00001d007202	Lon protease homolog 2 peroxisomal	AT5G26860	LON_ARA_ARA	Zm00001d007202 (LON_ARA_ARA)	True							
Zm00001d007214	TG						Zm00001d007214	Mitochondrial import inner membrane translocase subunit TIM44-2	AT2G36070	TIM44-2	Zm00001d007214 (TIM44-2)	True							
Zm00001d007215	TG						Zm00001d007215	26S proteasome regulatory subunit 4 homolog A	AT4G29040	RPT2a	Zm00001d007215 (RPT2a)	True							
Zm00001d007280	TG						Zea mays ARGOS homolog3	Zea mays ARGOS homolog3			Zea mays ARGOS homolog3	True							
Zm00001d007388	TG						Zm00001d007388	no exine formation 1	AT5G13390	NEF1	Zm00001d007388 (NEF1)	True							
Zm00001d007403	TG						white pollen1	Chalcone synthase WHP1	AT5G13930	TT4	white pollen1 (TT4)	True							
Zm00001d007522	TG						TNF receptor-associated factor 3	ETO1-like protein 1	AT4G02680	EOL1	TNF receptor-associated factor 3 (EOL1)	True	ETO1-like protein 1	0.0	0.294946852582845	0.45299999999999996	0.16899999999999998	0.000603127807758809	Bundle_sheath
Zm00001d007745	TG						S-receptor kinase1	S-receptor kinase1	AT1G21270	WAK2	S-receptor kinase1 (WAK2)	True							
Zm00001d007839	TG						Zm00001d007839	RNA-binding protein 1	AT4G14300		Zm00001d007839	True							
Zm00001d008178	TG						Zm00001d008178	ABC transporter B family member 21	AT3G62150	PGP21	Zm00001d008178 (PGP21)	True							
Zm00001d008387	TG						ribosomal protein S5	ribosomal protein S5	AT2G37270	RPS5B	ribosomal protein S5 (RPS5B)	True							
Zm00001d008388	TG						Zm00001d008388		AT1G24265		Zm00001d008388	True							
Zm00001d008428	TG						Zm00001d008428	RING-box protein 1a	AT5G20570	ROC1	Zm00001d008428 (ROC1)	True							
Zm00001d008863	TG						Zm00001d008863	Protein kinase family protein	AT2G25760		Zm00001d008863	True							
Zm00001d008905	TG						Zm00001d008905	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein	AT3G14920		Zm00001d008905	True							
Zm00001d008941	TG						arabidopsis trithorax homolog3	Histone-lysine N-methyltransferase ATX3	AT4G27910	SDG16	arabidopsis trithorax homolog3 (SDG16)	True							
Zm00001d008954	TG						Zm00001d008954	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	AT2G46420		Zm00001d008954	True							
Zm00001d008984	TG						ras-related protein7B1	Cytochrome P450 71A26	AT3G48280	CYP71A25	ras-related protein7B1 (CYP71A25)	True							
Zm00001d009055	TG						Zm00001d009055	Shaggy-related protein kinase alpha	AT5G26751	SK 11	Zm00001d009055 (SK 11)	True							
Zm00001d009221	TG						Zm00001d009221	binding	AT3G06670		Zm00001d009221	True							
Zm00001d009271	TG						Zm00001d009271	Asparaginyl-tRNA synthetase%2C cytoplasmic 3	AT5G56680	SYNC1 ARATH	Zm00001d009271 (SYNC1 ARATH)	True							
Zm00001d009316	TG						Zm00001d009316	Tetratricopeptide repeat protein 5			Zm00001d009316	True							
Zm00001d009352	TG						Zm00001d009352	bromo-adjacent homology (BAH) domain-containing protein	AT4G11560		Zm00001d009352	True							
Zm00001d009365	TG						sugars will eventually be exported transporter2	sugars will eventually be exported transporter2			sugars will eventually be exported transporter2	True	nan	0.0	0.6382282817120289	0.1	0.019	0.0	BSCs
Zm00001d009480	TG						receptor for activated C kinase2	Receptor for activated C kinase 1A	AT1G18080	RACK1A_AT	receptor for activated C kinase2 (RACK1A_AT)	True							
Zm00001d009686	TG						Zm00001d009686	Carbohydrate-binding X8 domain superfamily protein	AT1G29380		Zm00001d009686	True							
Zm00001d009773	TG						CO CO-LIKE TIMING OF CAB1 protein domain45	CCT motif family protein	AT4G27900		CO CO-LIKE TIMING OF CAB1 protein domain45	True							
Zm00001d009840	TG						Zm00001d009840	Kinesin-like protein KIN-13A	AT3G16630	KINESIN-13A	Zm00001d009840 (KINESIN-13A)	True							
Zm00001d009850	TG						importin1	Importin subunit alpha	AT3G06720	IMPA1	importin1 (IMPA1)	True							
Zm00001d009971	TG						Zm00001d009971	Protein SHI RELATED SEQUENCE 6	AT1G75520	SRS5	Zm00001d009971 (SRS5)	True							
Zm00001d009978	TG						Zm00001d009978	Mitochondrial fission 1 protein A	AT3G57090	FIS1A	Zm00001d009978 (FIS1A)	True							
Zm00001d010030	TG						Zm00001d010030	60S ribosomal protein L29-1	AT3G06700		Zm00001d010030	True							
Zm00001d010038	TG						Zm00001d010038	CASP-like protein 5	AT4G03540		Zm00001d010038	True							
Zm00001d010066	TG						Zm00001d010066		AT5G59050		Zm00001d010066	True							
Zm00001d010067	TG						Zm00001d010067	Pleckstrin homology domain-containing protein 1	AT5G05710		Zm00001d010067	True							
Zm00001d010173	TG						Zm00001d010173	Polypyrimidine tract-binding protein homolog 3	AT1G43190	PTB3	Zm00001d010173 (PTB3)	True							
Zm00001d010211	TG						Zm00001d010211	Universal stress protein family protein	AT1G44760		Zm00001d010211	True							
Zm00001d010248	TG						Zm00001d010248	Electron transporter	AT1G33780		Zm00001d010248	True							
Zm00001d010411	TG						Aux/IAA-transcription factor 38	Auxin-responsive protein IAA27	AT4G29080	PAP2	Aux/IAA-transcription factor 38 (PAP2)	True							
Zm00001d010448	TG						Zm00001d010448	Putative leucine-rich repeat receptor-like protein kinase family protein%3B Receptor protein kinase-like	AT1G79620		Zm00001d010448	True							
Zm00001d010466	TG						Zm00001d010466	Glycosyltransferase family 61 protein	AT2G41640		Zm00001d010466	True							
Zm00001d010488	TG						Zm00001d010488	Golgin subfamily A member 4	AT5G25590		Zm00001d010488	True							
Zm00001d010492	TG						Zm00001d010492	Protein kinase superfamily protein	AT5G18610		Zm00001d010492	True							
Zm00001d010520	TG						glycerol-3-phosphate acyltransferase12	Glycerol-3-phosphate acyltransferase 5	AT3G11430	GPAT5	glycerol-3-phosphate acyltransferase12 (GPAT5)	True							
Zm00001d010523	TG						sucrose-phosphatase1	Sucrose-phosphatase 1	AT2G35840		sucrose-phosphatase1	True	Sucrose-phosphatase 1  	0.0	0.594687833078808	0.217	0.069	0.0	BSCs
Zm00001d010614	TG						Zm00001d010614	40S ribosomal protein S26	AT3G56340		Zm00001d010614	True							
Zm00001d010625	TG						Zm00001d010625	Transducin/WD40 repeat-like superfamily protein	AT2G38630		Zm00001d010625	True							
Zm00001d010649	TG						Zm00001d010649	Probable calcium-binding protein CML20	AT1G66410	CAM4	Zm00001d010649 (CAM4)	True							
Zm00001d010673	TG						Zm00001d010673	Metacaspase-6	AT1G79340	MCP2d	Zm00001d010673 (MCP2d)	True							
Zm00001d010714	TG						Zm00001d010714	Pseudouridine synthase family protein	AT3G04820		Zm00001d010714	True							
Zm00001d010852	TG						Zm00001d010852	Translocase of chloroplast 159 chloroplastic	AT4G02510	TOC86	Zm00001d010852 (TOC86)	True							
Zm00001d010856	TG						Zm00001d010856	Peripheral-type benzodiazepine receptor	AT2G47770	TSPO	Zm00001d010856 (TSPO)	True							
Zm00001d010859	TG						Zm00001d010859	Proline synthase co-transcribed bacterial homolog protein	AT1G11930		Zm00001d010859	True							
Zm00001d010908	TG						Zm00001d010908	Peroxisomal nicotinamide adenine dinucleotide carrier	AT2G39970	PXN	Zm00001d010908 (PXN)	True	Peroxisomal nicotinamide adenine dinucleotide carrier	0.0	0.6872520701842171	0.248	0.085	0.0	BSCs
Zm00001d010954	TG						Zm00001d010954	Metal tolerance protein A2	AT2G46800	ZAT1	Zm00001d010954 (ZAT1)	True							
Zm00001d011004	TG						Zm00001d011004	Serine/arginine-rich splicing factor RS2Z32			Zm00001d011004	True							
Zm00001d011104	TG						Zm00001d011104	Photosynthetic NDH subunit of lumenal location 5 chloroplastic	AT5G13120	Pnsl5	Zm00001d011104 (Pnsl5)	True							
Zm00001d011243	TG						Zm00001d011243	Coiled-coil domain-containing protein	AT1G17130		Zm00001d011243	True							
Zm00001d011355	TG						C3H-transcription factor 346	Zinc finger CCCH domain-containing protein 37	AT3G12680	HUA1	C3H-transcription factor 346 (HUA1)	True							
Zm00001d011483	TG						Zm00001d011483	Transducin/WD40 repeat-like superfamily protein	AT5G24710		Zm00001d011483	True							
Zm00001d011572	TG						Zm00001d011572	Protein kinase superfamily protein	AT3G58640		Zm00001d011572	True							
Zm00001d011573	TG						Zm00001d011573	Protein kinase superfamily protein	AT3G58640		Zm00001d011573	True							
Zm00001d011622	TG						Zm00001d011622	Putative zinc finger protein	AT3G18290	EMB2454	Zm00001d011622 (EMB2454)	True							
Zm00001d011758	TG						Zm00001d011758		AT3G14830		Zm00001d011758	True							
Zm00001d011835	TG						Zm00001d011835	NAD(H) kinase 1	AT3G21070	NADK1	Zm00001d011835 (NADK1)	True							
Zm00001d011895	TG						Zm00001d011895	BRCT domain-containing DNA repair protein	AT4G03130		Zm00001d011895	True							
Zm00001d011975	TG						Zm00001d011975	ENTH/VHS family protein	AT3G26990		Zm00001d011975	True							
Zm00001d012027	TG						Zm00001d012027	Dynamin-related protein 3A	AT4G33650	NOXY15	Zm00001d012027 (NOXY15)	True							
Zm00001d012049	TG						C3H-transcription factor 349	Zinc finger CCCH domain-containing protein 33	AT5G16540	ZFN3	C3H-transcription factor 349 (ZFN3)	True							
Zm00001d012086	TG						Zm00001d012086	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	AT4G21150	RPN2	Zm00001d012086 (RPN2)	True							
Zm00001d012100	TG						Zm00001d012100		AT2G37620	ACT1	Zm00001d012100 (ACT1)	True							
Zm00001d012145	TG						Zm00001d012145	DNA repair protein recA homolog 3 mitochondrial	AT2G19490	RECA2	Zm00001d012145 (RECA2)	True							
Zm00001d012153	TG						Zm00001d012153	CMP-sialic acid transporter 3	AT3G59360	UTR6	Zm00001d012153 (UTR6)	True							
