gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d012086	TG						Zm00001d012086	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	AT4G21150	RPN2	Zm00001d012086 (RPN2)	True							
Zm00001d012199	TG						Zm00001d012199	CLP protease regulatory subunit CLPX3 mitochondrial	AT1G33360		Zm00001d012199	True	CLP protease regulatory subunit CLPX3 mitochondrial	0.0	0.39820775169878003	0.152	0.083	0.0	MCs
Zm00001d012223	TG						Zm00001d012223	Protein trichome berefringence-like 7	AT1G48880	TBL7	Zm00001d012223 (TBL7)	True							
Zm00001d012294	TG						liguleless related sequence1	liguleless related sequence1	AT1G08320	TGA9	liguleless related sequence1 (TGA9)	True							
Zm00001d012295	TG						Zm00001d012295	Dual specificity protein phosphatase Diacylglycerol kinase catalytic region			Zm00001d012295	True	nan	0.0	0.27573979410207106	0.157	0.08900000000000001	0.0	MCs
Zm00001d012313	TG						Zm00001d012313	Carbohydrate-binding-like fold	AT5G01260		Zm00001d012313	True							
Zm00001d012423	TG						Zm00001d012423	Histone H2B	AT2G28720		Zm00001d012423	True							
Zm00001d012520	TG						Zm00001d012520	Protein LURP-one-related 8	AT2G38640		Zm00001d012520	True							
Zm00001d012532	TG						Zm00001d012532				Zm00001d012532	True	nan	0.0	0.5654233885946309	0.266	0.146	0.0	MCs
Zm00001d012661	TG						Zm00001d012661	DExH-box ATP-dependent RNA helicase DExH6	AT2G30800	HVT1	Zm00001d012661 (HVT1)	True							
Zm00001d012684	TG						Zm00001d012684				Zm00001d012684	True							
Zm00001d012741	TG						Zm00001d012741		AT2G31490		Zm00001d012741	True							
Zm00001d012794	TG						Zm00001d012794	tRNA (guanine-N-7) methyltransferase			Zm00001d012794	True							
Zm00001d012868	TG						carotene isomerase3	carotene isomerase3	AT1G57770		carotene isomerase3	True							
Zm00001d012869	TG						Zm00001d012869	Shaggy-related protein kinase kappa	AT1G57870	SK42	Zm00001d012869 (SK42)	True							
Zm00001d012979	TG						Alfin-like-transcription factor 17	Pentatricopeptide repeat-containing protein  mitochondrial	AT3G11200	AL2	Alfin-like-transcription factor 17 (AL2)	True	nan	0.0	0.2847487360257431	0.21100000000000002	0.135	0.0	MCs
Zm00001d013071	TG						Aux/IAA-transcription factor 19	Auxin-responsive protein IAA4	AT1G04240	SHY2	Aux/IAA-transcription factor 19 (SHY2)	True							
Zm00001d013116	TG						Zm00001d013116	Cullin-4	AT5G46210	CUL4	Zm00001d013116 (CUL4)	True							
Zm00001d013240	TG						WRKY-transcription factor 127	OsWRKY4 - Superfamily of TFs having WRKY and zinc finger domains	AT3G29185		WRKY-transcription factor 127	True							
Zm00001d013277	TG						Zm00001d013277	Retrovirus-related Pol polyprotein LINE-1	AT1G05385	Psb27-H1	Zm00001d013277 (Psb27-H1)	True							
Zm00001d013301	TG						salt-tolerance-associated-gene4	Sec23/Sec24 protein transport family protein	AT5G43670		salt-tolerance-associated-gene4	True							
Zm00001d013331	TG						ZIM-transcription factor 2	GATA transcription factor 25	AT1G51600	ZML2	ZIM-transcription factor 2 (ZML2)	True							
Zm00001d013358	TG						Zm00001d013358	DEAD-box ATP-dependent RNA helicase 16	AT4G34910		Zm00001d013358	True							
Zm00001d013361	TG						Zm00001d013361	zinc ion binding	AT5G65740		Zm00001d013361	True							
Zm00001d013439	TG						Zm00001d013439	Probable serine/threonine protein kinase IREH1	AT3G17850		Zm00001d013439	True							
Zm00001d013502	TG						Zm00001d013502		AT3G57500		Zm00001d013502	True							
Zm00001d013517	TG						Zm00001d013517		AT1G55265		Zm00001d013517	True							
Zm00001d013627	TG						Zm00001d013627	DWNN domain a CCHC-type zinc finger	AT5G47430		Zm00001d013627	True							
Zm00001d013812	TG						Zm00001d013812	Polyadenylate-binding protein RBP45C	AT5G54900	RBP45A	Zm00001d013812 (RBP45A)	True							
Zm00001d013863	TG						Zm00001d013863	Zinc finger CCCH domain-containing protein 19	AT3G51120		Zm00001d013863	True							
Zm00001d013927	TG						Zm00001d013927	Monothiol glutaredoxin-S17	AT4G04950	GRXS17	Zm00001d013927 (GRXS17)	True							
Zm00001d013954	TG						Zm00001d013954	Tetratricopeptide repeat (TPR)-like superfamily protein			Zm00001d013954	True							
Zm00001d013967	TG						Zm00001d013967	Myosin-3	AT1G50360	VIIIA	Zm00001d013967 (VIIIA)	True							
Zm00001d013984	TG						Zm00001d013984	Protein EXECUTER 1 chloroplastic	AT4G33630	EX1	Zm00001d013984 (EX1)	True	nan	0.0	0.308450376943052	0.378	0.278	0.0	MCs
Zm00001d013996	TG						Zm00001d013996	Syntaxin-41	AT5G26980	SYP41	Zm00001d013996 (SYP41)	True							
Zm00001d014109	TG						Zm00001d014109	transmembrane protein-related	AT2G46060		Zm00001d014109	True							
Zm00001d014462	TG						maize CRY1 homolog4	40S ribosomal protein S14	AT3G52580		maize CRY1 homolog4	True							
Zm00001d014674	TG						Zm00001d014674	UDP-sugar pyrophosphorylase	AT5G52560	USP	Zm00001d014674 (USP)	True							
Zm00001d014781	TG						Zm00001d014781		AT2G17972		Zm00001d014781	True							
Zm00001d015212	TG						recombination ATP-dependent DNA helicase Q-like4	ATP-dependent DNA helicase Q-like 4A	AT1G10930	RECQ4A	recombination ATP-dependent DNA helicase Q-like4 (RECQ4A)	True							
Zm00001d015234	TG						Zm00001d015234	Cycloartenol synthase	AT2G07050	CAS1	Zm00001d015234 (CAS1)	True							
Zm00001d015259	TG						Zm00001d015259	26S proteasome non-ATPase regulatory subunit 2 homolog A	AT2G20580	RPN1A	Zm00001d015259 (RPN1A)	True							
Zm00001d015376	TG						phosphoglycerate kinase3	Phosphoglycerate kinase	AT1G79550	PGK	phosphoglycerate kinase3 (PGK)	True							
Zm00001d015505	TG						Zm00001d015505	Nucleoid-associated protein  chloroplastic	AT2G24020		Zm00001d015505	True							
Zm00001d015638	TG						Zm00001d015638				Zm00001d015638	True							
Zm00001d015662	TG						Zm00001d015662	Probable rRNA-processing protein EBP2 homolog	AT3G22660		Zm00001d015662	True							
Zm00001d015700	TG						Zm00001d015700	Putative chloride channel-like protein CLC-g	AT5G49890	CLC-C	Zm00001d015700 (CLC-C)	True							
Zm00001d015703	TG						Zm00001d015703	Apoptosis inhibitory protein 5 (API5)	AT2G34040		Zm00001d015703	True							
Zm00001d015890	TG						Zm00001d015890	SNARE-interacting protein KEULE	AT1G12360	SEC11	Zm00001d015890 (SEC11)	True							
Zm00001d015974	TG						Zm00001d015974	Leucine Rich Repeat family protein	AT3G58530		Zm00001d015974	True							
Zm00001d015975	TG						Zm00001d015975	Probable lactoylglutathione lyase chloroplastic	AT1G67280		Zm00001d015975	True							
Zm00001d015976	TG						Zm00001d015976	Probable lactoylglutathione lyase chloroplastic	AT1G67280		Zm00001d015976	True							
Zm00001d015985	TG						sucrose export defective1	Probable tocopherol cyclase%2C chloroplastic	AT4G32770	VTE1	sucrose export defective1 (VTE1)	True	Probable tocopherol cyclase%2C chloroplastic  	0.0	1.26342139870115	0.24100000000000002	0.022	0.0	MCs
Zm00001d015997	TG						Zm00001d015997				Zm00001d015997	True							
Zm00001d016019	TG						Zm00001d016019				Zm00001d016019	True							
Zm00001d016037	TG						Zm00001d016037	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G24560	RSY3	Zm00001d016037 (RSY3)	True							
Zm00001d016070	TG						phosphate regulatory homolog1	phosphate regulatory homolog1	AT2G46240	BAG6	phosphate regulatory homolog1 (BAG6)	True							
Zm00001d016164	TG						Zm00001d016164	GW2	AT1G78420		Zm00001d016164	True							
Zm00001d016230	TG						Zm00001d016230	ADP%2CATP carrier protein	AT5G17400	ER-ANT1	Zm00001d016230 (ER-ANT1)	True							
Zm00001d016358	TG						Zm00001d016358	Probable elongation factor 1-gamma 2	AT1G57720		Zm00001d016358	True							
Zm00001d016371	TG						Zm00001d016371				Zm00001d016371	True							
Zm00001d016486	TG						brevis plant1	brevis plant1	AT2G43900	5PTase12	brevis plant1 (5PTase12)	True							
Zm00001d016521	TG						DNA glycosylase105	Protein ROS1	AT2G36490	ROS1	DNA glycosylase105 (ROS1)	True							
Zm00001d016561	TG						Zm00001d016561	chaperone protein dnaJ-related	AT5G43260		Zm00001d016561	True							
Zm00001d016662	TG						Zm00001d016662				Zm00001d016662	True							
Zm00001d016768	TG						invertase alkaline neutral2	Alkaline/neutral invertase CINV2	AT4G09510	CINV2	invertase alkaline neutral2 (CINV2)	True							
Zm00001d016827	TG						nucleosome/chromatin assembly factor group E (ACF1 homologs) 101	DDT domain-containing protein	AT5G08630		nucleosome/chromatin assembly factor group E (ACF1 homologs) 101	True							
Zm00001d016879	TG						Zm00001d016879	Probable protein kinase	AT2G41970		Zm00001d016879	True							
Zm00001d016928	TG						somatic embryogenesis receptor-like kinase2	Somatic embryogenesis receptor kinase 2	AT1G71830	SERK1	somatic embryogenesis receptor-like kinase2 (SERK1)	True	Somatic embryogenesis receptor kinase 2	0.0	0.508906192479244	0.171	0.077	0.0	MCs
Zm00001d017151	TG						Zm00001d017151	glycine-rich protein	AT2G43630		Zm00001d017151	True							
Zm00001d017165	TG						FAR1-like-transcription factor 9	Protein FAR1-RELATED SEQUENCE 6			FAR1-like-transcription factor 9	True							
Zm00001d017178	TG						Zm00001d017178				Zm00001d017178	True	nan	0.0	1.41650334632528	0.31	0.047	0.0	MCs
Zm00001d017193	TG						Zm00001d017193	Nuclear cap-binding protein subunit 2	AT5G44200	CBP20	Zm00001d017193 (CBP20)	True							
Zm00001d017206	TG						Zm00001d017206	Gb:AAD25142.1-like protein	AT2G17240		Zm00001d017206	True							
Zm00001d017330	TG						Zm00001d017330	ATP-dependent Clp protease proteolytic subunit	AT5G23140	NCLPP7	Zm00001d017330 (NCLPP7)	True							
Zm00001d017416	TG						Zm00001d017416	Pectin lyase-like superfamily protein	AT3G55140		Zm00001d017416	True							
Zm00001d017438	TG						Zm00001d017438				Zm00001d017438	True							
Zm00001d017445	TG						Zm00001d017445	ELMO/CED-12 family protein	AT2G44770		Zm00001d017445	True							
Zm00001d017808	TG						Zm00001d017808	ATP-dependent DNA helicase homolog RECG chloroplastic	AT2G01440		Zm00001d017808	True							
Zm00001d017848	TG						Zm00001d017848	Clustered mitochondria protein	AT3G52140	NOXY38	Zm00001d017848 (NOXY38)	True							
Zm00001d017920	TG						Zm00001d017920	Homeobox-leucine zipper protein HAT5	AT3G01470	HD-ZIP-1	Zm00001d017920 (HD-ZIP-1)	True	Homeobox-leucine zipper protein HAT5	0.0	-0.912254288952285	0.355	0.519	0.0	MCs
Zm00001d017982	TG						Zm00001d017982	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic	AT1G70070	PDE317	Zm00001d017982 (PDE317)	True	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic	0.0	0.610277811965282	0.11599999999999999	0.028	0.0	MCs
Zm00001d018199	TG						Zm00001d018199	PHD finger family protein	AT1G77800		Zm00001d018199	True							
Zm00001d018274	TG						Zm00001d018274	Isoleucine--tRNA ligase chloroplastic/mitochondrial	AT5G49030	OVA2	Zm00001d018274 (OVA2)	True							
Zm00001d018386	TG						glutamate-oxaloacetate transaminase2	Aspartate aminotransferase chloroplastic	AT4G31990	ATAAT1	glutamate-oxaloacetate transaminase2 (ATAAT1)	True	Aspartate aminotransferase chloroplastic	0.0	0.7959770272801949	0.33299999999999996	0.142	0.0	MCs
Zm00001d018413	TG						Zm00001d018413	Molecular chaperone Hsp40/DnaJ family protein	AT1G11750	NCLPP6	Zm00001d018413 (NCLPP6)	True	nan	0.0	0.28651792625332	0.226	0.15	0.0	MCs
Zm00001d018423	TG						UDP-glucose:glycoprotein glucosyltransferase1	UDP-glucose:glycoprotein glucosyltransferase	AT1G71220	UGGT	UDP-glucose:glycoprotein glucosyltransferase1 (UGGT)	True							
Zm00001d018499	TG						Zm00001d018499	Protein kinase superfamily protein	AT3G09830		Zm00001d018499	True							
Zm00001d018571	TG						bZIP-transcription factor 38	BZIP transcription factor			bZIP-transcription factor 38	True							
Zm00001d018625	TG						Zm00001d018625	Calcineurin-like metallo-phosphoesterase superfamily protein	AT4G11800		Zm00001d018625	True							
Zm00001d018652	TG						Zm00001d018652	FAD/NAD(P)-binding oxidoreductase family protein	AT5G07800		Zm00001d018652	True							
Zm00001d018660	TG						Zm00001d018660	4-coumarate--CoA ligase-like 5	AT5G63380		Zm00001d018660	True							
Zm00001d018664	TG						Zm00001d018664	Protein LEO1 homolog	AT5G61150	VIP4	Zm00001d018664 (VIP4)	True							
Zm00001d018687	TG						Zm00001d018687		AT3G14470		Zm00001d018687	True							
Zm00001d018698	TG						G2-like-transcription factor 28	Homeodomain-like superfamily protein	AT2G03500		G2-like-transcription factor 28	True							
Zm00001d018791	TG						Zm00001d018791	Anther-specific proline-rich protein APG	AT1G75880		Zm00001d018791	True	Anther-specific proline-rich protein APG  	0.0	-0.7493396533003182	0.027000000000000003	0.106	0.0	MCs
Zm00001d018867	TG						Zm00001d018867	Syntaxin 132	AT5G08080	SYP132	Zm00001d018867 (SYP132)	True							
Zm00001d018915	TG						Zm00001d018915	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein			Zm00001d018915	True							
Zm00001d018940	TG						early light inducible protein2	early light inducible protein2	AT4G14690	ELIP2	early light inducible protein2 (ELIP2)	True							
Zm00001d018946	TG						Zm00001d018946	Bifunctional coenzyme A synthase	AT2G18250	COAD	Zm00001d018946 (COAD)	True							
Zm00001d019090	TG						Zm00001d019090	DDT domain-containing protein DDR4	AT1G18950		Zm00001d019090	True							
Zm00001d019093	TG						Zm00001d019093	Small GTP-binding protein	AT3G46060	RABE1c	Zm00001d019093 (RABE1c)	True							
Zm00001d019124	TG						viviparous9	viviparous9	AT3G04870	ZDS	viviparous9 (ZDS)	True	 viviparous9	0.0	1.03192266729431	0.431	0.17300000000000001	0.0	MCs
Zm00001d019149	TG						cellulose synthase4	cellulose synthase4	AT5G05170	MRE1	cellulose synthase4 (MRE1)	True							
Zm00001d019268	TG						lazarus ortholog5	Protein LAZ1	AT5G26740		lazarus ortholog5	True							
Zm00001d019397	TG						Zm00001d019397	Tetratricopeptide repeat (TPR)-like superfamily protein	AT1G78915		Zm00001d019397	True	Tetratricopeptide repeat (TPR)-like superfamily protein	0.0	0.457406945709386	0.122	0.046	0.0	MCs
Zm00001d019568	TG						Zm00001d019568	phosphoglucosamine mutase family protein	AT5G17530		Zm00001d019568	True							
Zm00001d019576	TG						Zm00001d019576	ORMDL family protein	AT1G01230		Zm00001d019576	True							
Zm00001d019579	TG						Zm00001d019579	LUC7 N_terminus domain-containing protein	AT5G51410		Zm00001d019579	True							
Zm00001d019597	TG						Zm00001d019597	Fiber protein Fb34	AT3G15480		Zm00001d019597	True							
Zm00001d019688	TG						Zm00001d019688				Zm00001d019688	True							
Zm00001d019756	TG						BZR-transcription factor 4	Beta-amylase	AT4G00490	BMY9	BZR-transcription factor 4 (BMY9)	True							
Zm00001d019899	TG						Zm00001d019899	Rhodanese-like domain-containing protein 9 chloroplastic	AT2G42220		Zm00001d019899	True	Rhodanese-like domain-containing protein 9 chloroplastic	0.0	0.8775928308069779	0.134	0.006	0.0	MCs
Zm00001d020001	TG						Zm00001d020001	Structural maintenance of chromosomes protein 6B	AT5G61460	SMC6B	Zm00001d020001 (SMC6B)	True							
Zm00001d020002	TG						Zm00001d020002	Chlorophyll A-B binding family protein	AT1G76570	LHCB7	Zm00001d020002 (LHCB7)	True	Chlorophyll A-B binding family protein	0.0	0.38448890730499996	0.13	0.061	0.0	MCs
Zm00001d020046	TG						Homeobox-transcription factor 55	Protein SAWADEE HOMEODOMAIN HOMOLOG 2	AT3G18380	SHH2	Homeobox-transcription factor 55 (SHH2)	True							
Zm00001d020051	TG						Zm00001d020051	Peroxisome biogenesis protein 3-1	AT3G18160	PEX3-1	Zm00001d020051 (PEX3-1)	True							
Zm00001d020110	TG						Zm00001d020110				Zm00001d020110	True							
Zm00001d020185	TG						Zm00001d020185	Probable LRR receptor-like serine/threonine-protein kinase	AT1G51860		Zm00001d020185	True							
Zm00001d020225	TG						Zm00001d020225	Aminopeptidase M1	AT4G33090	ATAPM1	Zm00001d020225 (ATAPM1)	True							
Zm00001d020367	TG						JUMONJI-transcription factor 5	Transcription factor jumonji (jmjC) domain-containing protein	AT1G11950		JUMONJI-transcription factor 5	True							
Zm00001d020399	TG						Zm00001d020399	Protein trichome birefringence-like 16	AT5G64020	TBL14	Zm00001d020399 (TBL14)	True							
Zm00001d020554	TG						Zm00001d020554				Zm00001d020554	True							
Zm00001d020557	TG						glossy1	Glossy1	AT5G57800	YRE	glossy1 (YRE)	True	Glossy1  	0.0	-2.4121002602224104	0.14300000000000002	0.606	0.0	MCs
Zm00001d020580	TG						histone2b1	Histone H2B.1	AT3G46030	HTB11	histone2b1 (HTB11)	True							
Zm00001d020610	TG						Zm00001d020610				Zm00001d020610	True							
Zm00001d020612	TG						Zm00001d020612	Choline/ethanolamine kinase	AT2G26830	emb1187	Zm00001d020612 (emb1187)	True							
Zm00001d020679	TG						Zm00001d020679		AT1G73470		Zm00001d020679	True							
Zm00001d020723	TG						Zm00001d020723		AT5G66800		Zm00001d020723	True							
Zm00001d021018	TG						Zm00001d021018	60S ribosomal protein L32-1	AT4G18100		Zm00001d021018	True							
Zm00001d021241	TG						Zm00001d021241				Zm00001d021241	True	nan	0.0	0.39120143683032604	0.139	0.057	0.0	MCs
Zm00001d021347	TG						Zm00001d021347	Serine/threonine-protein kinase/endoribonuclease IRE1a	AT2G17520	IRE1A	Zm00001d021347 (IRE1A)	True							
Zm00001d021396	TG						Zm00001d021396	Probable anion transporter 6 chloroplastic	AT5G20380	PHT4;5	Zm00001d021396 (PHT4;5)	True	Probable anion transporter 6 chloroplastic	0.0	1.34234013095133	0.535	0.198	0.0	MCs
Zm00001d021715	TG						Zm00001d021715	Peptide chain release factor PrfB1 chloroplastic	AT5G36170	HCF109	Zm00001d021715 (HCF109)	True							
Zm00001d021755	TG						Zm00001d021755	UDP-glycosyltransferase 88A1	AT3G16520	UGT88A1	Zm00001d021755 (UGT88A1)	True							
Zm00001d021810	TG						Zm00001d021810	Protein STRUBBELIG-RECEPTOR FAMILY 1	AT1G61240		Zm00001d021810	True	Protein STRUBBELIG-RECEPTOR FAMILY 1	0.0	0.610771811768394	0.364	0.175	0.0	MCs
Zm00001d021815	TG						elongation initiation factor2	elongation initiation factor2	AT1G04170	EIF2 GAMMA	elongation initiation factor2 (EIF2 GAMMA)	True							
Zm00001d021838	TG						Zm00001d021838		AT5G47940		Zm00001d021838	True							
Zm00001d022010	TG						Zm00001d022010	Eukaryotic aspartyl protease family protein	AT5G43100		Zm00001d022010	True							
Zm00001d022155	TG						Zm00001d022155	Leucine-rich repeat transmembrane protein kinase 1-like protein	AT1G53730	SRF6	Zm00001d022155 (SRF6)	True							
Zm00001d022161	TG						Zm00001d022161	Putative paramyosin	AT2G26570	WEB1	Zm00001d022161 (WEB1)	True	Putative paramyosin  	0.0	0.39000179385100797	0.109	0.045	0.0	MCs
Zm00001d022166	TG						calcium dependent protein kinase25	Putative CDPK-related protein kinase	AT3G50530	CRK	calcium dependent protein kinase25 (CRK)	True							
Zm00001d022258	TG						Zm00001d022258	Pectin acetylesterase 12	AT3G05910		Zm00001d022258	True							
Zm00001d022267	TG						Zm00001d022267	chromatin remodeling factor18	AT1G48310	CHR18	Zm00001d022267 (CHR18)	True							
Zm00001d022302	TG						Zm00001d022302	Peptidase C15 pyroglutamyl peptidase I-like	AT1G56700		Zm00001d022302	True							
Zm00001d022346	TG						Zm00001d022346	SAC3 family protein B	AT3G06290	SAC3B	Zm00001d022346 (SAC3B)	True							
Zm00001d022373	TG						Zm00001d022373	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G60910		Zm00001d022373	True							
Zm00001d022429	TG						Zm00001d022429	Mediator of RNA polymerase II transcription subunit 33A	AT1G31360	RECQL2	Zm00001d022429 (RECQL2)	True							
Zm00001d022449	TG						potassium high-affinity transporter9	Potassium transporter 2	AT2G40540	TRK2	potassium high-affinity transporter9 (TRK2)	True							
Zm00001d022456	TG						Zm00001d022456	Peroxidase 42	AT5G05340	PRX52	Zm00001d022456 (PRX52)	True	Peroxidase 42  	0.0	-1.5606013641355698	0.1	0.298	0.0	MCs
Zm00001d022561	TG						Zm00001d022561	Negatively light-regulated protein	AT4G16146		Zm00001d022561	True	Negatively light-regulated protein  	0.0	0.8980162933545851	0.17800000000000002	0.032	0.0	MCs
Zm00001d022599	TG						plastid transcriptionally active chromosome 2 homolog	plastid transcriptionally active chromosome 2 homolog	AT1G74850	PTAC2	plastid transcriptionally active chromosome 2 homolog (PTAC2)	True							
Zm00001d023318	TG						Zm00001d023318		AT1G07670	ECA4	Zm00001d023318 (ECA4)	True	nan	0.0	0.785456666444965	0.381	0.192	0.0	MCs
Zm00001d023504	TG						calcineurin B-like6	calcineurin B-like6	AT4G26570	CBL3	calcineurin B-like6 (CBL3)	True							
Zm00001d023510	TG						Zm00001d023510	Serine/threonine-protein kinase STY46	AT4G38470	STY46	Zm00001d023510 (STY46)	True							
Zm00001d023559	TG						Zm00001d023559	Fructose-bisphosphate aldolase	AT4G38970	FBA2	Zm00001d023559 (FBA2)	True							
Zm00001d023566	TG						Zm00001d023566	O-fucosyltransferase family protein	AT1G35510		Zm00001d023566	True							
Zm00001d023568	TG						Zm00001d023568				Zm00001d023568	True							
Zm00001d023677	TG						sugars will eventually be exported transporter13a	sugars will eventually be exported transporter13a	AT3G48740	SWEET11	sugars will eventually be exported transporter13a (SWEET11)	True							
Zm00001d023749	TG						Zm00001d023749	Prolyl endopeptidase	AT1G76140		Zm00001d023749	True							
Zm00001d023815	TG						Zm00001d023815	Putative lipase class 3 family protein	AT4G16070		Zm00001d023815	True							
Zm00001d023833	TG						Zm00001d023833	Nucleoside diphosphate kinase	AT5G63310	NDPK2	Zm00001d023833 (NDPK2)	True							
Zm00001d023869	TG						Zm00001d023869	Glutaredoxin-C13	AT2G47870		Zm00001d023869	True							
Zm00001d023974	TG						Zm00001d023974	Putative endonuclease or glycosyl hydrolase	AT2G15560		Zm00001d023974	True							
Zm00001d024051	TG						Zm00001d024051	Adenylate kinase 4	AT5G63400	ADK1	Zm00001d024051 (ADK1)	True							
Zm00001d024094	TG						Zm00001d024094	Sister chromatid cohesion 1 protein 3	AT3G59550	SYN3	Zm00001d024094 (SYN3)	True							
Zm00001d024281	TG						polyamine oxidase1	polyamine oxidase1	AT5G13700	PAO1	polyamine oxidase1 (PAO1)	True							
Zm00001d024300	TG						potassium high-affinity transporter12	Potassium transporter 10	AT1G31120	KUP10	potassium high-affinity transporter12 (KUP10)	True							
Zm00001d024376	TG						WRKY-transcription factor 67	Putative WRKY DNA-binding domain superfamily protein%3B WRKY25-superfamily of TFs having WRKY and zinc finger domains	AT4G31550	WRKY11	WRKY-transcription factor 67 (WRKY11)	True							
Zm00001d024447	TG						Zm00001d024447				Zm00001d024447	True							
Zm00001d024527	TG						Zm00001d024527	DNAJ heat shock family protein	AT5G25530		Zm00001d024527	True							
Zm00001d024573	TG						Zm00001d024573	Probable prefoldin subunit 2	AT3G22480	PDF2	Zm00001d024573 (PDF2)	True							
Zm00001d024687	TG						Zm00001d024687	Putative DUF604-domain containing/glycosyltransferase-related family protein	AT4G15240		Zm00001d024687	True							
Zm00001d024759	TG						Zm00001d024759	Peptide chain release factor 1	AT2G47020		Zm00001d024759	True							
Zm00001d024830	TG						Zm00001d024830	Protease Do-like 2 chloroplastic	AT2G47940	EMB3117	Zm00001d024830 (EMB3117)	True							
Zm00001d024928	TG						Zm00001d024928	Zinc finger CCCH domain-containing protein 24	AT2G28450		Zm00001d024928	True							
Zm00001d024935	TG						Zm00001d024935				Zm00001d024935	True							
Zm00001d025105	TG						Zm00001d025105	Transcription factor IIIC subunit 5			Zm00001d025105	True							
Zm00001d025129	TG						Zm00001d025129	Short-chain dehydrogenase TIC 32 chloroplastic	AT5G02540		Zm00001d025129	True	Short-chain dehydrogenase TIC 32 chloroplastic	0.0	-2.13936859251418	0.109	0.46399999999999997	0.0	MCs
Zm00001d025130	TG						Zm00001d025130	Metal tolerance protein C4	AT1G51610		Zm00001d025130	True	Metal tolerance protein C4	0.0	0.466800459266941	0.14300000000000002	0.05	0.0	MCs
Zm00001d025203	TG						Zm00001d025203	Minichromosome maintenance (MCM2/3/5) family protein	AT1G67440	emb1688	Zm00001d025203 (emb1688)	True							
Zm00001d025252	TG						Zm00001d025252	Membrane-anchored ubiquitin-fold protein 4	AT3G26980	MUB4	Zm00001d025252 (MUB4)	True							
Zm00001d025425	TG						Zm00001d025425				Zm00001d025425	True							
Zm00001d025509	TG						Zm00001d025509	RmlC-like cupins superfamily protein	AT4G10300		Zm00001d025509	True	RmlC-like cupins superfamily protein	0.0	0.9831808606945931	0.162	0.023	0.0	MCs
Zm00001d025680	TG						Zm00001d025680	PI-PLC X domain-containing protein	AT5G67130		Zm00001d025680	True							
Zm00001d025827	TG						Zm00001d025827	triglyceride lipases;triglyceride lipases	AT4G13550		Zm00001d025827	True	triglyceride lipases;triglyceride lipases	0.0	0.7563590446914029	0.439	0.249	0.0	MCs
Zm00001d025948	TG						Zm00001d025948	Putative translation elongation factor family protein	AT1G62750	SCO1	Zm00001d025948 (SCO1)	True							
Zm00001d025989	TG						Aux/IAA-transcription factor 43				Aux/IAA-transcription factor 43	True							
Zm00001d026026	TG						FCS-like zinc finger35		AT5G47060		FCS-like zinc finger35	True							
Zm00001d026144	TG						Zm00001d026144	Acyl-CoA thioesterase family protein	AT1G01710		Zm00001d026144	True							
Zm00001d026223	TG						Zm00001d026223	Hydrogen peroxide-induced 1	AT3G03150		Zm00001d026223	True							
Zm00001d026307	TG						multiple organellar RNA editing factor3	DAG protein	AT3G06790	MORF3	multiple organellar RNA editing factor3 (MORF3)	True							
Zm00001d026331	TG						Zm00001d026331	SIT4 phosphatase-associated family protein	AT1G30470		Zm00001d026331	True							
Zm00001d026425	TG						Zm00001d026425	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G14340		Zm00001d026425	True							
Zm00001d026442	TG						Zm00001d026442	EamA-like transporter family	AT4G32140		Zm00001d026442	True							
Zm00001d026465	TG						Zm00001d026465				Zm00001d026465	True							
Zm00001d026535	TG						Zm00001d026535	Protein IQ-DOMAIN 32	AT1G19870	iqd32	Zm00001d026535 (iqd32)	True							
Zm00001d026549	TG						Zm00001d026549	N-acylphosphatidylethanolamine synthase	AT1G78690	At1g78690p	Zm00001d026549 (At1g78690p)	True							
Zm00001d026568	TG						Zm00001d026568	Pentatricopeptide repeat-containing protein	AT4G33170		Zm00001d026568	True							
Zm00001d026590	TG						ARF-transcription factor 30	Auxin response factor 8	AT5G37020	ATARF8	ARF-transcription factor 30 (ATARF8)	True							
Zm00001d026603	TG						Mg chelatase subunit H 1	Magnesium-chelatase subunit ChlH chloroplastic	AT5G13630	GUN5	Mg chelatase subunit H 1 (GUN5)	True	Magnesium-chelatase subunit ChlH chloroplastic	0.0	1.48440803528932	0.182	0.012	0.0	MCs
Zm00001d026668	TG						Zm00001d026668	Receptor-like kinase TMK2	AT1G66150	TMK1	Zm00001d026668 (TMK1)	True							
Zm00001d027309	TG						protein tyrosine phosphatase1	Phosphoglucan phosphatase DSP4 chloroplastic	AT3G52180	SEX4	protein tyrosine phosphatase1 (SEX4)	True	Phosphoglucan phosphatase DSP4 chloroplastic	0.0	0.48953849333424604	0.34299999999999997	0.204	0.0	MCs
